8.70634506225586,6.751859436035157,1357141174403.992
8.52866455078125,6.751859436035157,1357141174515.0571
8.52866455078125,6.574178924560547,1357141174565.899
7.817942504882813,6.574178924560547,1357141174670.0188
7.817942504882813,6.218817901611328,1357141174744.075
9.594747619628906,7.4625814819335945,1357141174826.23
8.173303527832031,7.107220458984376,1357141174892.595
7.817942504882813,7.4625814819335945,1357141174973.797
9.950108642578126,7.107220458984376,1357141175096.226
12.792996826171876,8.70634506225586,1357141175219.032
11.54923324584961,9.061706085205078,1357141175313.078
10.305469665527344,9.950108642578126,1357141175403.5771
6.751859436035157,7.817942504882813,1357141175488.914
8.173303527832031,6.218817901611328,1357141175602.8718
6.218817901611328,2.1321661376953127,1357141175803.146
7.107220458984376,2.309846649169922,1357141175903.289
8.350984039306642,1.2437635803222657,1357141176010.4211
10.660830688476564,2.309846649169922,1357141176103.527
9.772428131103515,4.797373809814453,1357141176256.232
9.239386596679688,6.574178924560547,1357141176367.1218
7.4625814819335945,7.6402619934082034,1357141176492.5352
7.995623016357422,7.107220458984376,1357141176569.4521
6.574178924560547,9.417067108154297,1357141176775.485
7.284900970458985,9.594747619628906,1357141176896.4329
7.817942504882813,9.239386596679688,1357141177003.337
8.884025573730469,10.838511199951173,1357141177109.404
8.173303527832031,11.371552734375001,1357141177229.329
8.350984039306642,10.127789154052735,1357141177352.0178
9.950108642578126,10.305469665527344,1357141177451.219
4.797373809814453,8.173303527832031,1357141177591.387
5.152734832763672,5.508095855712891,1357141177719.856
5.508095855712891,3.198249206542969,1357141177837.93
7.995623016357422,3.198249206542969,1357141177962.2048
8.70634506225586,2.309846649169922,1357141178084.6492
10.127789154052735,1.5991246032714845,1357141178204.608
10.127789154052735,4.086651763916016,1357141178322.745
8.884025573730469,5.8634568786621095,1357141178496.478
8.52866455078125,5.330415344238282,1357141178609.0952
7.817942504882813,7.107220458984376,1357141178719.207
7.284900970458985,7.817942504882813,1357141178870.189
7.4625814819335945,8.173303527832031,1357141178989.524
7.4625814819335945,8.173303527832031,1357141178989.524
7.817942504882813,8.884025573730469,1357141179148.942
9.417067108154297,9.594747619628906,1357141179311.79
8.52866455078125,10.305469665527344,1357141179472.6519
